clinician_id,signup_date,specialty,state,ehr_system,practice_size,org_type,annual_patient_volume,converted_to_enterprise,conversion_date
CLN_00282,2024-06-12,Psychiatry,MD,eClinicalWorks,Small (2-10),Academic Medical Center,520,0,
CLN_00283,2025-06-27,Neurology,SC,Epic,Small (2-10),FQHC,562,0,
CLN_00284,2023-12-21,Psychiatry,NJ,DrChrono,Medium (11-50),Hospital System,12896,0,
CLN_00285,2025-12-23,Pediatrics,VA,Cerner,Small (2-10),Multi-Specialty Group,3265,0,
CLN_00286,2026-02-16,Internal Medicine,UT,eClinicalWorks,Large (51-200),Hospital System,24294,0,
CLN_00287,2025-05-16,Internal Medicine,IL,eClinicalWorks,Large (51-200),Multi-Specialty Group,18571,0,
CLN_00288,2025-07-15,Primary Care,CT,eClinicalWorks,Small (2-10),Hospital System,518,0,
CLN_00289,2024-03-31,Dermatology,MA,Epic,Small (2-10),Telehealth-Native,1644,0,
CLN_00290,2024-01-28,Psychiatry,CA,Practice Fusion,Medium (11-50),FQHC,3548,0,
CLN_00291,2024-03-20,Primary Care,SC,Epic,Small (2-10),Urgent Care Chain,3908,0,
CLN_00292,2025-04-15,Endocrinology,MD,Athenahealth,Solo,Academic Medical Center,310,0,
CLN_00293,2024-07-27,Neurology,GA,Athenahealth,Small (2-10),Hospital System,823,0,
CLN_00294,2024-11-13,Psychiatry,AZ,Other,Small (2-10),Private Practice,1259,1,2025-11-23
CLN_00295,2024-01-04,Orthopedics,OR,Athenahealth,Small (2-10),Telehealth-Native,2157,0,
CLN_00296,2025-08-01,Pediatrics,LA,eClinicalWorks,Solo,Multi-Specialty Group,193,0,
CLN_00297,2024-05-15,Dermatology,IL,Epic,Medium (11-50),Multi-Specialty Group,4950,0,
CLN_00298,2025-01-02,Primary Care,UT,Athenahealth,Small (2-10),FQHC,490,0,
CLN_00299,2023-12-26,Primary Care,OH,Allscripts,Solo,Private Practice,137,0,
CLN_00300,2024-03-17,Internal Medicine,NC,Allscripts,Small (2-10),FQHC,1621,0,
CLN_00301,2025-01-13,Internal Medicine,GA,eClinicalWorks,Solo,Telehealth-Native,201,0,
CLN_00302,2025-04-12,Pediatrics,IL,Practice Fusion,Medium (11-50),FQHC,4341,0,
CLN_00303,2025-08-21,Internal Medicine,SC,Athenahealth,Solo,Multi-Specialty Group,382,0,
CLN_00304,2025-04-16,Oncology,MO,Cerner,Enterprise (200+),Telehealth-Native,62230,0,
CLN_00305,2024-12-25,Primary Care,AL,Epic,Small (2-10),Telehealth-Native,2241,0,
CLN_00306,2025-06-01,Primary Care,MA,Epic,Small (2-10),Multi-Specialty Group,314,0,
CLN_00307,2025-09-04,Psychiatry,MO,Cerner,Medium (11-50),Telehealth-Native,2300,0,
CLN_00308,2024-02-17,Internal Medicine,WA,Other,Solo,Urgent Care Chain,196,0,
CLN_00309,2025-05-28,Endocrinology,CT,Athenahealth,Solo,Private Practice,96,0,
CLN_00310,2023-12-22,Internal Medicine,IL,Epic,Large (51-200),Hospital System,22319,1,2024-12-12
CLN_00311,2025-06-28,Internal Medicine,CA,Practice Fusion,Small (2-10),FQHC,3219,0,
CLN_00312,2025-01-06,Psychiatry,PA,eClinicalWorks,Medium (11-50),Hospital System,8044,0,
CLN_00313,2024-01-28,Psychiatry,OH,Epic,Large (51-200),Urgent Care Chain,29668,0,
CLN_00314,2025-07-08,Primary Care,CA,DrChrono,Solo,FQHC,395,0,
CLN_00315,2026-01-21,Endocrinology,WA,Cerner,Small (2-10),Multi-Specialty Group,1062,1,2026-06-23
CLN_00316,2025-10-04,Internal Medicine,GA,Epic,Large (51-200),Hospital System,36281,0,
CLN_00317,2024-12-08,Cardiology,CO,Cerner,Solo,Academic Medical Center,112,0,
CLN_00318,2025-09-13,Oncology,AL,Athenahealth,Small (2-10),Private Practice,800,0,
CLN_00319,2025-06-12,Primary Care,MN,Athenahealth,Medium (11-50),Telehealth-Native,21322,0,
CLN_00320,2024-11-20,Gynecology,TX,Epic,Solo,Multi-Specialty Group,174,0,
CLN_00321,2026-04-30,Internal Medicine,OR,Other,Medium (11-50),Hospital System,1961,0,
CLN_00322,2024-11-10,Urology,AL,Cerner,Large (51-200),Multi-Specialty Group,17623,0,
CLN_00323,2026-01-30,Endocrinology,PA,Cerner,Small (2-10),Academic Medical Center,1290,0,
CLN_00324,2025-08-07,Internal Medicine,OR,Athenahealth,Solo,Telehealth-Native,158,0,
CLN_00325,2025-01-04,Primary Care,TX,Cerner,Small (2-10),Telehealth-Native,999,0,
CLN_00326,2026-04-09,Orthopedics,KY,None,Small (2-10),FQHC,2836,0,
CLN_00327,2024-01-24,Cardiology,IN,Athenahealth,Small (2-10),Hospital System,2872,0,
CLN_00328,2026-01-10,Gynecology,TN,Epic,Solo,Multi-Specialty Group,118,0,
CLN_00329,2024-09-25,Endocrinology,PA,Cerner,Medium (11-50),Urgent Care Chain,5938,1,2025-04-11
CLN_00330,2025-01-14,Internal Medicine,SC,None,Medium (11-50),Academic Medical Center,16616,0,
CLN_00331,2025-11-19,Endocrinology,TN,Epic,Large (51-200),Telehealth-Native,25619,1,2026-10-31
CLN_00332,2025-06-01,Psychiatry,SC,Allscripts,Small (2-10),Multi-Specialty Group,1026,0,
CLN_00333,2024-12-14,Endocrinology,MO,Athenahealth,Medium (11-50),Academic Medical Center,3446,0,
CLN_00334,2025-07-20,Primary Care,OR,Other,Medium (11-50),Private Practice,5680,0,
CLN_00335,2024-10-09,Internal Medicine,SC,Other,Solo,Academic Medical Center,390,0,
CLN_00336,2025-09-29,Internal Medicine,CA,eClinicalWorks,Solo,Telehealth-Native,216,0,
CLN_00337,2024-05-12,Psychiatry,WA,Cerner,Solo,Urgent Care Chain,151,0,
CLN_00338,2026-03-15,Endocrinology,SC,Cerner,Solo,FQHC,160,0,
CLN_00339,2025-10-03,Dermatology,MD,Athenahealth,Solo,Academic Medical Center,172,0,
CLN_00340,2024-07-25,Psychiatry,NJ,Allscripts,Solo,Multi-Specialty Group,129,0,
CLN_00341,2025-03-17,Endocrinology,TN,None,Large (51-200),FQHC,23326,0,
CLN_00342,2024-11-26,Psychiatry,AZ,Epic,Solo,Private Practice,208,0,
CLN_00343,2024-02-05,Primary Care,OH,Epic,Small (2-10),Hospital System,1019,0,
CLN_00344,2026-01-31,Primary Care,CA,eClinicalWorks,Solo,Telehealth-Native,162,0,
CLN_00345,2025-12-28,Cardiology,TX,eClinicalWorks,Medium (11-50),Telehealth-Native,3984,0,
CLN_00346,2025-03-26,Internal Medicine,NJ,Cerner,Medium (11-50),Multi-Specialty Group,5566,0,
CLN_00347,2024-05-16,Urology,FL,Cerner,Solo,Hospital System,118,0,
CLN_00348,2025-02-18,Psychiatry,CO,Allscripts,Large (51-200),Multi-Specialty Group,84487,1,2026-01-04
CLN_00349,2025-11-14,Neurology,WA,Athenahealth,Medium (11-50),Urgent Care Chain,13288,0,
CLN_00350,2024-05-14,Cardiology,SC,Epic,Large (51-200),Telehealth-Native,51888,0,
CLN_00351,2024-01-21,Urology,CT,Cerner,Solo,Urgent Care Chain,154,0,
CLN_00352,2024-08-14,Pediatrics,WI,Athenahealth,Small (2-10),Private Practice,2469,0,
CLN_00353,2026-02-24,Gynecology,UT,Athenahealth,Small (2-10),Hospital System,910,0,
CLN_00354,2024-11-27,Primary Care,UT,Epic,Solo,Multi-Specialty Group,509,0,
CLN_00355,2025-04-20,Urology,VA,Athenahealth,Small (2-10),Multi-Specialty Group,1569,0,
CLN_00356,2025-09-07,Primary Care,CA,Other,Small (2-10),Multi-Specialty Group,1645,0,
CLN_00357,2024-05-05,Urology,NY,Cerner,Small (2-10),Urgent Care Chain,1368,0,
CLN_00358,2026-04-27,Psychiatry,PA,Athenahealth,Small (2-10),FQHC,1355,0,
CLN_00359,2025-04-14,Primary Care,IL,Cerner,Small (2-10),Academic Medical Center,829,0,
CLN_00360,2025-05-01,Dermatology,CT,Epic,Medium (11-50),Private Practice,5673,0,
CLN_00361,2024-03-19,Orthopedics,SC,Epic,Small (2-10),Hospital System,841,0,
CLN_00362,2024-02-19,Psychiatry,UT,None,Large (51-200),Multi-Specialty Group,26114,0,
CLN_00363,2024-05-02,Oncology,OH,None,Solo,Hospital System,127,0,
CLN_00364,2025-12-25,Pediatrics,MI,Cerner,Solo,FQHC,146,0,
CLN_00365,2024-09-26,Cardiology,NY,Other,Large (51-200),FQHC,88965,0,
CLN_00366,2025-02-10,Pediatrics,OK,None,Small (2-10),Telehealth-Native,2644,0,
CLN_00367,2025-01-16,Psychiatry,NC,eClinicalWorks,Medium (11-50),Telehealth-Native,4867,0,
CLN_00368,2025-01-22,Orthopedics,CT,None,Small (2-10),FQHC,563,0,
CLN_00369,2025-12-01,Primary Care,MA,Practice Fusion,Solo,Hospital System,371,0,
CLN_00370,2024-12-21,Gynecology,NJ,Epic,Solo,Multi-Specialty Group,82,0,
CLN_00371,2024-10-13,Pediatrics,VA,Other,Medium (11-50),Urgent Care Chain,6662,0,
CLN_00372,2025-09-03,Orthopedics,CO,Epic,Solo,Hospital System,145,0,
CLN_00373,2025-12-26,Orthopedics,TN,Other,Solo,Multi-Specialty Group,183,0,
CLN_00374,2025-09-23,Neurology,CO,None,Small (2-10),Hospital System,507,0,
CLN_00375,2024-09-16,Cardiology,OH,Practice Fusion,Small (2-10),FQHC,390,0,
CLN_00376,2025-09-21,Primary Care,MA,Epic,Solo,Urgent Care Chain,385,0,
CLN_00377,2025-05-13,Neurology,GA,Athenahealth,Small (2-10),Urgent Care Chain,1117,0,
CLN_00378,2025-07-17,Cardiology,AZ,Epic,Solo,Hospital System,319,0,
CLN_00379,2025-11-06,Psychiatry,MO,Epic,Large (51-200),Academic Medical Center,13155,0,
CLN_00380,2024-04-26,Internal Medicine,IN,eClinicalWorks,Small (2-10),Telehealth-Native,1679,0,
CLN_00381,2024-01-17,Orthopedics,CA,Epic,Solo,Academic Medical Center,278,0,
CLN_00382,2024-01-28,Psychiatry,CA,Athenahealth,Solo,Hospital System,332,0,
CLN_00383,2026-04-11,Psychiatry,LA,Allscripts,Small (2-10),Academic Medical Center,3263,0,
CLN_00384,2024-07-27,Cardiology,UT,DrChrono,Small (2-10),Multi-Specialty Group,498,0,
CLN_00385,2024-12-11,Cardiology,MI,Allscripts,Solo,Academic Medical Center,144,0,
CLN_00386,2024-01-11,Psychiatry,TN,Practice Fusion,Large (51-200),Urgent Care Chain,26962,1,2024-12-22
CLN_00387,2025-02-16,Primary Care,IN,Epic,Medium (11-50),Private Practice,2055,1,2025-08-09
CLN_00388,2025-07-19,Dermatology,MO,eClinicalWorks,Small (2-10),Private Practice,1409,0,
CLN_00389,2026-02-26,Gynecology,SC,Athenahealth,Solo,Hospital System,392,0,
CLN_00390,2026-04-25,Neurology,NY,Epic,Medium (11-50),Multi-Specialty Group,18287,1,2027-03-24
CLN_00391,2025-12-21,Internal Medicine,PA,Allscripts,Small (2-10),Academic Medical Center,1327,0,
CLN_00392,2025-06-05,Oncology,IL,Practice Fusion,Small (2-10),Urgent Care Chain,1943,0,
CLN_00393,2025-06-05,Psychiatry,AL,DrChrono,Small (2-10),Telehealth-Native,317,0,
CLN_00394,2025-01-19,Pediatrics,OH,DrChrono,Enterprise (200+),Hospital System,44877,0,
CLN_00395,2024-01-14,Primary Care,WI,Cerner,Medium (11-50),FQHC,2090,0,
CLN_00396,2024-09-13,Psychiatry,MD,Epic,Solo,Multi-Specialty Group,351,0,
CLN_00397,2025-08-16,Dermatology,LA,Cerner,Medium (11-50),Private Practice,4489,0,
CLN_00398,2026-03-26,Pediatrics,MI,Other,Medium (11-50),Private Practice,5706,0,
CLN_00399,2024-02-17,Neurology,CO,Epic,Small (2-10),Multi-Specialty Group,1240,0,
CLN_00400,2024-03-13,Dermatology,NJ,DrChrono,Small (2-10),FQHC,1539,0,
CLN_00401,2024-03-03,Dermatology,PA,eClinicalWorks,Medium (11-50),Academic Medical Center,6104,0,
CLN_00402,2025-12-02,Psychiatry,WI,Epic,Large (51-200),Hospital System,24781,1,2026-03-26
CLN_00403,2024-09-25,Dermatology,AL,DrChrono,Small (2-10),Multi-Specialty Group,1209,0,
CLN_00404,2025-09-03,Internal Medicine,VA,Epic,Solo,Hospital System,489,0,
CLN_00405,2024-02-04,Endocrinology,LA,Other,Large (51-200),Multi-Specialty Group,47972,0,
CLN_00406,2024-02-12,Primary Care,MI,None,Solo,Private Practice,307,1,2024-06-15
CLN_00407,2026-02-02,Primary Care,IL,Allscripts,Small (2-10),Telehealth-Native,2032,0,
CLN_00408,2024-07-30,Pediatrics,MI,Epic,Medium (11-50),Telehealth-Native,4755,0,
CLN_00409,2024-10-03,Neurology,VA,None,Medium (11-50),Academic Medical Center,5376,0,
CLN_00410,2026-04-02,Cardiology,CT,None,Small (2-10),Academic Medical Center,1372,0,
CLN_00411,2026-03-07,Endocrinology,IL,None,Medium (11-50),Private Practice,10830,0,
CLN_00412,2025-01-10,Orthopedics,IN,Allscripts,Solo,Telehealth-Native,193,0,
CLN_00413,2025-07-02,Neurology,OR,Allscripts,Small (2-10),FQHC,1140,0,
CLN_00414,2025-11-15,Psychiatry,OH,Epic,Large (51-200),Private Practice,12699,0,
CLN_00415,2025-12-27,Primary Care,NC,Cerner,Solo,Multi-Specialty Group,139,0,
CLN_00416,2024-03-25,Primary Care,WA,DrChrono,Solo,Urgent Care Chain,215,0,
CLN_00417,2025-08-19,Psychiatry,GA,DrChrono,Medium (11-50),Multi-Specialty Group,8964,1,2025-11-10
CLN_00418,2026-03-11,Dermatology,NC,Epic,Small (2-10),Urgent Care Chain,648,0,
CLN_00419,2025-07-01,Internal Medicine,UT,Athenahealth,Solo,Urgent Care Chain,117,0,
CLN_00420,2024-04-24,Primary Care,MO,Epic,Small (2-10),Hospital System,580,0,
CLN_00421,2025-12-14,Cardiology,CO,Epic,Solo,Telehealth-Native,84,0,
CLN_00422,2025-02-11,Oncology,VA,Other,Solo,Telehealth-Native,138,0,
CLN_00423,2025-09-01,Primary Care,OH,None,Solo,Urgent Care Chain,337,0,
CLN_00424,2024-12-12,Neurology,TX,Other,Small (2-10),Multi-Specialty Group,1703,0,
CLN_00425,2024-06-08,Pediatrics,NY,Cerner,Small (2-10),Telehealth-Native,1064,0,
CLN_00426,2024-09-22,Psychiatry,CO,eClinicalWorks,Solo,Private Practice,187,0,
CLN_00427,2026-01-29,Neurology,CT,Epic,Small (2-10),Private Practice,1303,0,
CLN_00428,2026-03-10,Primary Care,TX,Epic,Small (2-10),Academic Medical Center,1066,0,
CLN_00429,2024-03-19,Orthopedics,MN,Epic,Small (2-10),Urgent Care Chain,1569,0,
CLN_00430,2024-12-21,Endocrinology,MO,Epic,Small (2-10),Multi-Specialty Group,1776,1,2025-01-29
CLN_00431,2024-01-30,Primary Care,AL,Practice Fusion,Medium (11-50),Private Practice,5194,0,
CLN_00432,2025-03-12,Dermatology,OH,Practice Fusion,Medium (11-50),Academic Medical Center,8425,0,
CLN_00433,2024-01-01,Primary Care,MO,DrChrono,Solo,Academic Medical Center,107,0,
CLN_00434,2025-02-21,Gynecology,NJ,Allscripts,Small (2-10),Academic Medical Center,1215,0,
CLN_00435,2024-11-10,Pediatrics,TX,Cerner,Large (51-200),Academic Medical Center,39317,0,
CLN_00436,2025-11-13,Primary Care,VA,Epic,Large (51-200),Academic Medical Center,21960,0,
CLN_00437,2025-07-15,Psychiatry,KY,Athenahealth,Small (2-10),Academic Medical Center,675,0,
CLN_00438,2024-11-10,Internal Medicine,PA,Cerner,Medium (11-50),Academic Medical Center,3466,0,
CLN_00439,2025-12-29,Dermatology,MN,Epic,Large (51-200),Telehealth-Native,31916,0,
CLN_00440,2024-12-30,Endocrinology,MD,Allscripts,Medium (11-50),FQHC,13987,0,
CLN_00441,2026-04-07,Neurology,NY,None,Medium (11-50),Hospital System,5539,0,
CLN_00442,2025-05-06,Urology,IL,Epic,Enterprise (200+),Hospital System,45381,0,
CLN_00443,2024-10-13,Oncology,MO,None,Solo,Urgent Care Chain,157,0,
CLN_00444,2024-01-04,Gynecology,UT,Cerner,Medium (11-50),Urgent Care Chain,6994,0,
CLN_00445,2026-03-04,Internal Medicine,VA,Epic,Solo,Urgent Care Chain,122,0,
CLN_00446,2024-09-03,Oncology,MI,None,Small (2-10),Telehealth-Native,1791,0,
CLN_00447,2025-01-29,Orthopedics,PA,Athenahealth,Solo,Private Practice,111,0,
CLN_00448,2025-01-16,Pediatrics,TN,Cerner,Small (2-10),Multi-Specialty Group,1187,1,2025-08-11
CLN_00449,2024-10-30,Internal Medicine,MN,Allscripts,Solo,Private Practice,114,0,
CLN_00450,2025-01-03,Pediatrics,AL,None,Small (2-10),Academic Medical Center,1940,0,
CLN_00451,2024-11-07,Internal Medicine,FL,Allscripts,Enterprise (200+),FQHC,121300,0,
CLN_00452,2024-03-18,Orthopedics,TX,Other,Medium (11-50),Urgent Care Chain,10944,0,
CLN_00453,2025-01-11,Dermatology,WA,Other,Solo,Multi-Specialty Group,423,0,
CLN_00454,2024-10-02,Psychiatry,PA,eClinicalWorks,Solo,Multi-Specialty Group,250,0,
CLN_00455,2024-10-06,Psychiatry,CA,Athenahealth,Small (2-10),Private Practice,4507,0,
CLN_00456,2025-09-24,Neurology,VA,Allscripts,Medium (11-50),Telehealth-Native,6040,0,
CLN_00457,2024-07-08,Endocrinology,MI,eClinicalWorks,Medium (11-50),Telehealth-Native,16567,1,2024-12-29
CLN_00458,2025-04-02,Pediatrics,CT,Athenahealth,Medium (11-50),FQHC,11843,0,
CLN_00459,2024-08-21,Oncology,SC,Epic,Solo,Private Practice,348,0,
CLN_00460,2025-07-02,Psychiatry,OK,Epic,Medium (11-50),Private Practice,2396,0,
CLN_00461,2026-02-25,Primary Care,MI,Other,Large (51-200),Academic Medical Center,39398,0,
CLN_00462,2025-11-25,Psychiatry,TX,Athenahealth,Solo,Academic Medical Center,180,0,
CLN_00463,2025-09-03,Psychiatry,MO,Cerner,Small (2-10),Hospital System,2117,0,
CLN_00464,2024-07-11,Psychiatry,MD,eClinicalWorks,Solo,Academic Medical Center,396,0,
CLN_00465,2024-06-27,Pediatrics,NY,Athenahealth,Small (2-10),Academic Medical Center,642,0,
CLN_00466,2025-04-21,Primary Care,OH,Other,Large (51-200),Private Practice,38775,0,
CLN_00467,2025-10-09,Psychiatry,PA,Allscripts,Small (2-10),Multi-Specialty Group,4455,0,
CLN_00468,2024-01-21,Neurology,TN,None,Small (2-10),Hospital System,357,0,
CLN_00469,2025-12-10,Orthopedics,MD,Cerner,Small (2-10),Multi-Specialty Group,1005,0,
CLN_00470,2024-11-25,Primary Care,CO,Epic,Small (2-10),FQHC,3680,0,
CLN_00471,2026-04-02,Cardiology,LA,Other,Medium (11-50),Academic Medical Center,6054,0,
CLN_00472,2025-09-24,Pediatrics,CO,Athenahealth,Medium (11-50),FQHC,7392,0,
CLN_00473,2024-07-01,Cardiology,CT,Cerner,Solo,Private Practice,250,0,
CLN_00474,2024-12-18,Psychiatry,OR,Other,Small (2-10),Telehealth-Native,948,0,
CLN_00475,2025-03-17,Dermatology,SC,Practice Fusion,Solo,Telehealth-Native,348,0,
CLN_00476,2024-09-09,Internal Medicine,TN,Other,Small (2-10),Multi-Specialty Group,537,0,
CLN_00477,2025-06-19,Oncology,VA,eClinicalWorks,Medium (11-50),Private Practice,2780,0,
CLN_00478,2024-04-25,Neurology,CA,DrChrono,Large (51-200),Multi-Specialty Group,12861,0,
CLN_00479,2024-03-07,Internal Medicine,NY,Athenahealth,Medium (11-50),Multi-Specialty Group,5976,0,
CLN_00480,2025-09-07,Endocrinology,OR,Athenahealth,Small (2-10),Private Practice,1515,0,
CLN_00481,2025-11-06,Cardiology,CA,Cerner,Enterprise (200+),Multi-Specialty Group,336025,0,
CLN_00482,2023-12-17,Primary Care,NY,Athenahealth,Small (2-10),Hospital System,869,0,
CLN_00483,2025-05-21,Cardiology,MO,None,Solo,Telehealth-Native,271,0,
CLN_00484,2024-09-30,Orthopedics,PA,Other,Medium (11-50),Academic Medical Center,6784,0,
CLN_00485,2024-06-12,Internal Medicine,CT,Practice Fusion,Small (2-10),Urgent Care Chain,703,0,
CLN_00486,2024-03-13,Gynecology,MN,Epic,Solo,Urgent Care Chain,131,0,
CLN_00487,2024-04-30,Cardiology,CA,Other,Large (51-200),Urgent Care Chain,32906,0,
CLN_00488,2024-05-01,Orthopedics,AL,Epic,Solo,Hospital System,340,0,
CLN_00489,2024-12-14,Pediatrics,WA,Cerner,Medium (11-50),Private Practice,6407,1,2025-03-28
CLN_00490,2024-07-07,Oncology,CA,Practice Fusion,Small (2-10),FQHC,1011,1,2024-12-28
CLN_00491,2026-01-03,Psychiatry,WI,Epic,Solo,Academic Medical Center,235,0,
CLN_00492,2025-02-10,Psychiatry,UT,DrChrono,Solo,FQHC,167,0,
CLN_00493,2025-07-28,Dermatology,WI,eClinicalWorks,Solo,Urgent Care Chain,179,0,
CLN_00494,2025-11-11,Primary Care,NC,Epic,Solo,FQHC,624,0,
CLN_00495,2024-10-04,Cardiology,AL,Athenahealth,Medium (11-50),FQHC,5556,0,
CLN_00496,2024-02-06,Neurology,NC,Cerner,Large (51-200),Urgent Care Chain,21670,1,2024-03-06
CLN_00497,2026-02-27,Cardiology,LA,Athenahealth,Small (2-10),Multi-Specialty Group,591,1,2027-03-27
CLN_00498,2026-01-13,Primary Care,MA,Other,Medium (11-50),FQHC,10640,1,2026-02-11
CLN_00499,2025-05-26,Dermatology,AL,DrChrono,Small (2-10),Urgent Care Chain,2983,0,
CLN_00500,2025-03-18,Primary Care,KY,Other,Small (2-10),Private Practice,733,0,
CLN_00501,2024-02-22,Oncology,PA,Athenahealth,Medium (11-50),FQHC,13295,0,
CLN_00502,2025-09-30,Primary Care,KY,Allscripts,Solo,Private Practice,227,0,
CLN_00503,2025-01-29,Cardiology,MN,Epic,Small (2-10),Private Practice,1558,0,
CLN_00504,2024-08-18,Pediatrics,MA,DrChrono,Large (51-200),Private Practice,20764,0,
CLN_00505,2024-01-10,Primary Care,MA,Cerner,Small (2-10),Academic Medical Center,1230,1,2024-11-18
CLN_00506,2026-01-11,Neurology,WA,Other,Solo,Hospital System,201,0,
CLN_00507,2026-03-31,Primary Care,KY,Cerner,Small (2-10),Private Practice,737,0,
CLN_00508,2024-05-16,Dermatology,AL,Cerner,Small (2-10),Telehealth-Native,3582,1,2024-07-15
CLN_00509,2025-05-06,Primary Care,OH,Cerner,Small (2-10),FQHC,1379,0,
CLN_00510,2026-04-20,Cardiology,CT,Epic,Solo,Hospital System,425,0,
CLN_00511,2025-11-21,Psychiatry,MN,Epic,Small (2-10),Multi-Specialty Group,571,0,
CLN_00512,2025-07-02,Cardiology,NY,Cerner,Small (2-10),Private Practice,532,0,
CLN_00513,2024-01-17,Endocrinology,OK,eClinicalWorks,Small (2-10),Academic Medical Center,1010,1,2024-02-18
CLN_00514,2025-09-28,Cardiology,TX,DrChrono,Medium (11-50),Multi-Specialty Group,3679,0,
CLN_00515,2026-01-27,Orthopedics,MI,Epic,Medium (11-50),Hospital System,2001,0,
CLN_00516,2024-11-09,Internal Medicine,TN,Cerner,Large (51-200),Private Practice,46203,0,
CLN_00517,2025-05-17,Psychiatry,NC,Athenahealth,Small (2-10),Telehealth-Native,1749,0,
CLN_00518,2025-01-02,Primary Care,GA,eClinicalWorks,Solo,FQHC,57,0,
CLN_00519,2024-08-13,Primary Care,AL,Epic,Small (2-10),Academic Medical Center,1611,0,
CLN_00520,2025-10-04,Pediatrics,UT,eClinicalWorks,Solo,FQHC,240,0,
CLN_00521,2025-08-12,Urology,MO,None,Medium (11-50),Private Practice,8086,0,
CLN_00522,2024-08-06,Cardiology,MA,Allscripts,Medium (11-50),Academic Medical Center,6020,0,
CLN_00523,2024-08-19,Neurology,CT,Athenahealth,Large (51-200),Telehealth-Native,11575,0,
CLN_00524,2026-02-21,Endocrinology,VA,Cerner,Solo,Academic Medical Center,300,0,
CLN_00525,2025-04-15,Neurology,MN,Epic,Solo,Academic Medical Center,258,0,
CLN_00526,2024-03-05,Orthopedics,GA,Epic,Medium (11-50),Multi-Specialty Group,5063,0,
CLN_00527,2024-04-11,Gynecology,FL,Athenahealth,Solo,Private Practice,217,0,
CLN_00528,2024-02-01,Primary Care,FL,DrChrono,Small (2-10),Hospital System,1099,1,2025-03-07
CLN_00529,2025-12-01,Primary Care,SC,Epic,Small (2-10),Multi-Specialty Group,2242,0,
CLN_00530,2025-05-31,Primary Care,CA,Cerner,Solo,Urgent Care Chain,210,0,
CLN_00531,2026-04-15,Primary Care,LA,Other,Small (2-10),Academic Medical Center,483,0,
CLN_00532,2024-04-01,Neurology,KY,Athenahealth,Small (2-10),Private Practice,4102,0,
CLN_00533,2025-12-17,Pediatrics,MA,Epic,Solo,Academic Medical Center,394,0,
CLN_00534,2024-02-29,Psychiatry,AZ,Cerner,Solo,Urgent Care Chain,75,0,
CLN_00535,2025-02-15,Neurology,MO,Athenahealth,Small (2-10),Telehealth-Native,1046,0,
CLN_00536,2025-09-29,Endocrinology,MN,Other,Small (2-10),Private Practice,1267,0,
CLN_00537,2025-01-17,Primary Care,CO,Practice Fusion,Small (2-10),Urgent Care Chain,2763,0,
CLN_00538,2024-07-28,Oncology,OH,Athenahealth,Solo,FQHC,170,0,
CLN_00539,2025-08-01,Orthopedics,FL,eClinicalWorks,Medium (11-50),Telehealth-Native,13136,0,
CLN_00540,2024-12-27,Primary Care,CT,Practice Fusion,Small (2-10),Urgent Care Chain,1279,0,
CLN_00541,2025-12-20,Endocrinology,NJ,Epic,Medium (11-50),Private Practice,6507,0,
CLN_00542,2024-09-14,Urology,CO,Athenahealth,Solo,Private Practice,290,0,
CLN_00543,2023-12-18,Primary Care,MI,Epic,Enterprise (200+),Urgent Care Chain,181454,0,
CLN_00544,2026-01-07,Primary Care,CA,Epic,Small (2-10),Multi-Specialty Group,1486,0,
